edge_distance_lo,edge_distance_hi,n_points,hamiltonian_residual_median_abs,hamiltonian_residual_p95_abs,abs_weyl_median_abs,abs_weyl_p95_abs,ricci_trace_median_abs,ricci_trace_p95_abs,eigen_gap_median_abs,eigen_gap_p95_abs
0.0,6.0,89432,2.1727347530031693e-06,5.438074476842296e-05,0.00014778198237763718,0.0007576120115118099,2.1726126533394563e-06,5.439436044980538e-05,0.2676951140165329,0.46678151339292523
6.0,12.0,67544,1.380606875045487e-06,9.467482850595837e-05,0.00018707800336414948,0.0016857487033121279,1.3810645214107353e-06,0.00011086526028520893,0.34679433703422546,0.4763699576258659
12.0,18.0,48728,4.790734465132118e-06,0.00021212406645645392,0.0002660956233739853,0.002892438892740756,4.829457338928478e-06,0.0014576026762370025,0.36475515365600586,0.48207528740167616
18.0,24.0,32984,9.827030680753523e-06,0.00020282620025682195,0.00043260990059934556,0.0025669073802418985,1.0153722996619763e-05,0.0025151911075226878,0.35177361965179443,0.4813999727368355
24.0,30.0,20312,1.2265722943993751e-05,0.0001968617776583416,0.0005337844777386636,0.0027462323545478307,1.2634167887881631e-05,0.0016266099293716337,0.35386842489242554,0.47619587033987043
30.0,36.0,10712,1.5479173271160107e-05,0.00030491502548102273,0.000585343484999612,0.0031303615891374644,1.558995427330956e-05,0.002425639482680693,0.3579518049955368,0.47957175970077515
36.0,42.0,4184,2.0082750779693015e-05,0.00035533602203940967,0.0006745703285560012,0.0030864910688251255,2.0486930225160904e-05,0.007197610940784215,0.38264481723308563,0.48064777702093125
42.0,48.0,728,1.957107087946497e-05,0.00024830123875290143,0.0007243274303618819,0.002895872131921351,1.9664556020870805e-05,0.0009445983363548269,0.378572016954422,0.47969682365655897
